"schedule_date","schedule_season","schedule_week","team_home","team_away","stadium","team_favorite_id","over_under_line","weather_detail","weather_temperature","weather_wind_mph","weather_humidity","score_home","score_away","stadium_neutral","schedule_playoff","game_id","homeFav","scoreFavMinDog","line","Error","ErrMag","scoretotal","OUError"
"11/27/1994",1994,13,"WAS","NYG","RFK Memorial Stadium","WAS",36.5,"",39,10,"65",19,21,FALSE,FALSE,"19941127NYGWAS",1,-2,3,-5,5,40,3.5
"11/28/1994",1994,13,"NO","SF","Louisiana Superdome","SF",46.5,"DOME",72,0,"",14,35,FALSE,FALSE,"19941128SFNO",0,21,8.5,12.5,12.5,49,2.5
"12/01/1994",1994,14,"MIN","CHI","Hubert H. Humphrey Metrodome","MIN",36,"DOME",72,0,"",33,27,FALSE,FALSE,"19941201CHIMIN",1,6,5.5,0.5,0.5,60,24
"12/04/1994",1994,14,"CIN","PIT","Cinergy Field","PIT",35,"",53,9,"93",15,38,FALSE,FALSE,"19941204PITCIN",0,23,6,17,17,53,18
"12/04/1994",1994,14,"CLE","NYG","Cleveland Municipal Stadium","CLE",33,"",56,9,"73",13,16,FALSE,FALSE,"19941204NYGCLE",1,-3,7,-10,10,29,-4
"12/04/1994",1994,14,"DET","GB","Pontiac Silverdome","DET",38.5,"DOME",72,0,"",34,31,FALSE,FALSE,"19941204GBDET",1,3,1.5,1.5,1.5,65,26.5
"12/04/1994",1994,14,"TEN","ARI","Houston Astrodome","ARI",32,"DOME",72,0,"",12,30,FALSE,FALSE,"19941204ARITEN",0,18,3,15,15,42,10
"12/04/1994",1994,14,"KC","DEN","Arrowhead Stadium","KC",38,"",53,9,"88",17,20,FALSE,FALSE,"19941204DENKC",1,-3,3.5,-6.5,6.5,37,-1
"12/04/1994",1994,14,"LAR","NO","Anaheim Stadium","LAR",41.5,"",56,6,"84",15,31,FALSE,FALSE,"19941204NOLAR",1,-16,3,-19,19,46,4.5
"12/04/1994",1994,14,"MIA","BUF","Sun Life Stadium","MIA",42,"",79,15,"80",31,42,FALSE,FALSE,"19941204BUFMIA",1,-11,4,-15,15,73,31
"12/04/1994",1994,14,"NE","NYJ","Foxboro Stadium","NE",37,"",51,9,"55",24,13,FALSE,FALSE,"19941204NYJNE",1,11,2.5,8.5,8.5,37,0
"12/04/1994",1994,14,"PHI","DAL","Veterans Stadium","DAL",37,"",50,4,"71",19,31,FALSE,FALSE,"19941204DALPHI",0,12,2.5,9.5,9.5,50,13
"12/04/1994",1994,14,"SF","ATL","Candlestick Park","SF",48,"",51,14,"78",50,14,FALSE,FALSE,"19941204ATLSF",1,36,13,23,23,64,16
"12/04/1994",1994,14,"SEA","IND","Seattle Kingdome","SEA",36.5,"DOME",72,0,"",19,31,FALSE,FALSE,"19941204INDSEA",1,-12,3,-15,15,50,13.5
"12/04/1994",1994,14,"TB","WAS","Houlihan's Stadium","TB",38,"",76,8,"80",26,21,FALSE,FALSE,"19941204WASTB",1,5,2.5,2.5,2.5,47,9
"12/05/1994",1994,14,"LAC","OAK","Qualcomm Stadium","LAC",37.5,"",58,7,"74",17,24,FALSE,FALSE,"19941205OAKLAC",1,-7,4,-11,11,41,3.5
"12/10/1994",1994,15,"DAL","CLE","Texas Stadium","DAL",38,"",42,20,"69",14,19,FALSE,FALSE,"19941210CLEDAL",1,-5,10.5,-15.5,15.5,33,-5
"12/10/1994",1994,15,"NYJ","DET","Giants Stadium","NYJ",37.5,"",43,15,"75",7,18,FALSE,FALSE,"19941210DETNYJ",1,-11,3,-14,14,25,-12.5
"12/11/1994",1994,15,"ARI","WAS","University of Phoenix Stadium","ARI",34.5,"",52,5,"38",17,15,FALSE,FALSE,"19941211WASARI",1,2,7.5,-5.5,5.5,32,-2.5
"12/11/1994",1994,15,"ATL","NO","Georgia Dome","ATL",46,"DOME",72,0,"",20,29,FALSE,FALSE,"19941211NOATL",1,-9,4,-13,13,49,3
"12/11/1994",1994,15,"BUF","MIN","Ralph Wilson Stadium","BUF",40,"",30,16,"81",17,21,FALSE,FALSE,"19941211MINBUF",1,-4,3.5,-7.5,7.5,38,-2
"12/11/1994",1994,15,"GB","CHI","Lambeau Field","GB",35,"",17,10,"55",40,3,FALSE,FALSE,"19941211CHIGB",1,37,4,33,33,43,8
"12/11/1994",1994,15,"TEN","SEA","Houston Astrodome","TEN",33,"DOME",72,0,"",14,16,FALSE,FALSE,"19941211SEATEN",1,-2,3,-5,5,30,-3
"12/11/1994",1994,15,"OAK","DEN","Los Angeles Memorial Coliseum","OAK",41.5,"",54,7,"49",23,13,FALSE,FALSE,"19941211DENOAK",1,10,5,5,5,36,-5.5
"12/11/1994",1994,15,"NE","IND","Foxboro Stadium","NE",37,"",43,19,"76",28,13,FALSE,FALSE,"19941211INDNE",1,15,6,9,9,41,4
"12/11/1994",1994,15,"NYG","CIN","Giants Stadium","NYG",35,"",45,21,"72",27,20,FALSE,FALSE,"19941211CINNYG",1,7,5.5,1.5,1.5,47,12
"12/11/1994",1994,15,"PIT","PHI","Three Rivers Stadium","PIT",35,"",33,18,"75",14,3,FALSE,FALSE,"19941211PHIPIT",1,11,6,5,5,17,-18
"12/11/1994",1994,15,"LAC","SF","Qualcomm Stadium","SF",45.5,"",54,7,"62",15,38,FALSE,FALSE,"19941211SFLAC",0,23,9,14,14,53,7.5
"12/11/1994",1994,15,"TB","LAR","Houlihan's Stadium","TB",40,"",68,13,"89",24,14,FALSE,FALSE,"19941211LARTB",1,10,2.5,7.5,7.5,38,-2
"12/12/1994",1994,15,"MIA","KC","Sun Life Stadium","MIA",39.5,"",70,11,"74",45,28,FALSE,FALSE,"19941212KCMIA",1,17,4.5,12.5,12.5,73,33.5
"12/17/1994",1994,16,"DET","MIN","Pontiac Silverdome","DET",42,"DOME",72,0,"",41,19,FALSE,FALSE,"19941217MINDET",1,22,1.5,20.5,20.5,60,18
"12/17/1994",1994,16,"SF","DEN","Candlestick Park","SF",47.5,"",47,8,"86",42,19,FALSE,FALSE,"19941217DENSF",1,23,15,8,8,61,13.5
"12/18/1994",1994,16,"ARI","CIN","University of Phoenix Stadium","ARI",34.5,"",58,5,"39",28,7,FALSE,FALSE,"19941218CINARI",1,21,7,14,14,35,0.5
"12/18/1994",1994,16,"BUF","NE","Ralph Wilson Stadium","BUF",37,"",36,7,"87",17,41,FALSE,FALSE,"19941218NEBUF",1,-24,1,-25,25,58,21
"12/18/1994",1994,16,"CHI","LAR","Soldier Field","CHI",33.5,"",33,14,"78",27,13,FALSE,FALSE,"19941218LARCHI",1,14,7,7,7,40,6.5
"12/18/1994",1994,16,"GB","ATL","Lambeau Field","GB",39.5,"",34,13,"78",21,17,FALSE,FALSE,"19941218ATLGB",1,4,7.5,-3.5,3.5,38,-1.5
"12/18/1994",1994,16,"IND","MIA","RCA Dome","MIA",42,"DOME",72,0,"",10,6,FALSE,FALSE,"19941218MIAIND",0,-4,3.5,-7.5,7.5,16,-26
"12/18/1994",1994,16,"KC","TEN","Arrowhead Stadium","KC",34,"",33,9,"70",31,9,FALSE,FALSE,"19941218TENKC",1,22,9.5,12.5,12.5,40,6
"12/18/1994",1994,16,"NYJ","LAC","Giants Stadium","LAC",37,"",44,11,"80",6,21,FALSE,FALSE,"19941218LACNYJ",0,15,2,13,13,27,-10
"12/18/1994",1994,16,"PHI","NYG","Veterans Stadium","PHI",35,"",44,8,"84",13,16,FALSE,FALSE,"19941218NYGPHI",1,-3,4.5,-7.5,7.5,29,-6
"12/18/1994",1994,16,"PIT","CLE","Three Rivers Stadium","PIT",32.5,"",36,9,"81",17,7,FALSE,FALSE,"19941218CLEPIT",1,10,3.5,6.5,6.5,24,-8.5
"12/18/1994",1994,16,"SEA","OAK","Seattle Kingdome","OAK",36,"DOME",72,0,"",16,17,FALSE,FALSE,"19941218OAKSEA",0,1,6,-5,5,33,-3
"12/18/1994",1994,16,"WAS","TB","RFK Memorial Stadium","WAS",39,"",46,8,"78",14,17,FALSE,FALSE,"19941218TBWAS",1,-3,2,-5,5,31,-8
"12/19/1994",1994,16,"NO","DAL","Louisiana Superdome","DAL",45.5,"DOME",72,0,"",16,24,FALSE,FALSE,"19941219DALNO",0,8,10,-2,2,40,-5.5
"12/24/1994",1994,17,"ATL","ARI","Georgia Dome","ARI",38,"DOME",72,0,"",10,6,FALSE,FALSE,"19941224ARIATL",0,-4,3,-7,7,16,-22
"12/24/1994",1994,17,"CHI","NE","Soldier Field","NE",36.5,"",37,11,"90",3,13,FALSE,FALSE,"19941224NECHI",0,10,1,9,9,16,-20.5
"12/24/1994",1994,17,"CIN","PHI","Cinergy Field","PICK",35.5,"",38,12,"86",33,30,FALSE,FALSE,"19941224PHICIN",0,-3,0,-3,3,63,27.5
"12/24/1994",1994,17,"CLE","SEA","Cleveland Municipal Stadium","CLE",34,"",40,13,"88",35,9,FALSE,FALSE,"19941224SEACLE",1,26,10.5,15.5,15.5,44,10
"12/24/1994",1994,17,"DEN","NO","Mile High Stadium","DEN",45,"",41,8,"40",28,30,FALSE,FALSE,"19941224NODEN",1,-2,4.5,-6.5,6.5,58,13
"12/24/1994",1994,17,"TEN","NYJ","Houston Astrodome","NYJ",34,"DOME",72,0,"",24,10,FALSE,FALSE,"19941224NYJTEN",0,-14,1.5,-15.5,15.5,34,0
"12/24/1994",1994,17,"IND","BUF","RCA Dome","IND",41,"DOME",72,0,"",10,9,FALSE,FALSE,"19941224BUFIND",1,1,3,-2,2,19,-22
"12/24/1994",1994,17,"OAK","KC","Los Angeles Memorial Coliseum","OAK",37.5,"",62,7,"68",9,19,FALSE,FALSE,"19941224KCOAK",1,-10,3.5,-13.5,13.5,28,-9.5
"12/24/1994",1994,17,"LAR","WAS","Anaheim Stadium","LAR",40.5,"",62,7,"68",21,24,FALSE,FALSE,"19941224WASLAR",1,-3,3.5,-6.5,6.5,45,4.5
"12/24/1994",1994,17,"NYG","DAL","Giants Stadium","DAL",36,"",46,31,"78",15,10,FALSE,FALSE,"19941224DALNYG",0,-5,3,-8,8,25,-11
"12/24/1994",1994,17,"LAC","PIT","Qualcomm Stadium","LAC",35,"",60,8,"84",37,34,FALSE,FALSE,"19941224PITLAC",1,3,3.5,-0.5,0.5,71,36
"12/24/1994",1994,17,"TB","GB","Houlihan's Stadium","GB",41,"",58,13,"72",19,34,FALSE,FALSE,"19941224GBTB",0,15,4.5,10.5,10.5,53,12
"12/25/1994",1994,17,"MIA","DET","Sun Life Stadium","MIA",45.5,"",60,7,"70",27,20,FALSE,FALSE,"19941225DETMIA",1,7,3.5,3.5,3.5,47,1.5
"12/26/1994",1994,17,"MIN","SF","Hubert H. Humphrey Metrodome","SF",48,"DOME",72,0,"",21,14,FALSE,FALSE,"19941226SFMIN",0,-7,6.5,-13.5,13.5,35,-13
"12/31/1994",1994,18,"GB","DET","","GB",40,"",NA,NA,"",16,12,FALSE,TRUE,"",1,4,4.5,-0.5,0.5,28,-12
"12/31/1994",1994,18,"MIA","KC","","MIA",45,"",NA,NA,"",27,17,FALSE,TRUE,"",1,10,3,7,7,44,-1
"01/01/1995",1994,18,"CLE","NE","Cleveland Municipal Stadium","CLE",35.5,"",NA,NA,"",20,13,FALSE,TRUE,"",1,7,3,4,4,33,-2.5
"01/01/1995",1994,18,"MIN","CHI","","MIN",38,"",NA,NA,"",18,35,FALSE,TRUE,"",1,-17,6,-23,23,53,15
"01/07/1995",1994,19,"PIT","CLE","","PIT",32.5,"",NA,NA,"",29,9,FALSE,TRUE,"",1,20,3.5,16.5,16.5,38,5.5
"01/07/1995",1994,19,"SF","CHI","","SF",46.5,"",NA,NA,"",44,15,FALSE,TRUE,"",1,29,15.5,13.5,13.5,59,12.5
"01/08/1995",1994,19,"DAL","GB","Texas Stadium","DAL",43,"",NA,NA,"",35,9,FALSE,TRUE,"",1,26,10,16,16,44,1
"01/08/1995",1994,19,"LAC","MIA","","LAC",46,"",NA,NA,"",22,21,FALSE,TRUE,"",1,1,3,-2,2,43,-3
"01/15/1995",1994,20,"PIT","LAC","","PIT",35,"",NA,NA,"",13,17,FALSE,TRUE,"",1,-4,6,-10,10,30,-5
"01/15/1995",1994,20,"SF","DAL","","SF",48,"",NA,NA,"",38,28,FALSE,TRUE,"",1,10,7,3,3,66,18
"01/29/1995",1994,21,"SF","LAC","Joe Robbie Stadium","SF",53.5,"",NA,NA,"",49,26,TRUE,TRUE,"",NA,23,18.5,4.5,4.5,75,21.5
"09/03/1995",1995,1,"ATL","CAR","Georgia Dome","ATL",40.5,"DOME",72,0,"",23,20,FALSE,FALSE,"19950903CARATL",1,3,8.5,-5.5,5.5,43,2.5
"09/03/1995",1995,1,"CHI","MIN","Soldier Field","CHI",38.5,"",72,6,"56",31,14,FALSE,FALSE,"19950903MINCHI",1,17,2.5,14.5,14.5,45,6.5
"09/03/1995",1995,1,"DEN","BUF","Mile High Stadium","DEN",44,"",76,11,"40",22,7,FALSE,FALSE,"19950903BUFDEN",1,15,6,9,9,29,-15
"09/03/1995",1995,1,"GB","LAR","Lambeau Field","GB",38,"",68,6,"77",14,17,FALSE,FALSE,"19950903LARGB",1,-3,6.5,-9.5,9.5,31,-7
"09/03/1995",1995,1,"IND","CIN","RCA Dome","IND",39,"DOME",72,0,"",21,24,FALSE,FALSE,"19950903CININD",1,-3,6.5,-9.5,9.5,45,6
"09/03/1995",1995,1,"JAX","TEN","EverBank Field","TEN",35,"",82,8,"71",3,10,FALSE,FALSE,"19950903TENJAX",0,7,4,3,3,13,-22
"09/03/1995",1995,1,"MIA","NYJ","Sun Life Stadium","MIA",38.5,"",84,7,"78",52,14,FALSE,FALSE,"19950903NYJMIA",1,38,9,29,29,66,27.5
"09/03/1995",1995,1,"NE","CLE","Foxboro Stadium","NE",38,"",64,12,"56",17,14,FALSE,FALSE,"19950903CLENE",1,3,3,0,0,31,-7
"09/03/1995",1995,1,"NO","SF","Louisiana Superdome","SF",46,"DOME",72,0,"",22,24,FALSE,FALSE,"19950903SFNO",0,2,8.5,-6.5,6.5,46,0
"09/03/1995",1995,1,"OAK","LAC","Oakland Coliseum","OAK",40,"",63,11,"82",17,7,FALSE,FALSE,"19950903LACOAK",1,10,4,6,6,24,-16
"09/03/1995",1995,1,"PHI","TB","Veterans Stadium","PHI",39,"",74,6,"51",6,21,FALSE,FALSE,"19950903TBPHI",1,-15,7,-22,22,27,-12
"09/03/1995",1995,1,"PIT","DET","Three Rivers Stadium","PIT",37,"",67,10,"49",23,20,FALSE,FALSE,"19950903DETPIT",1,3,5.5,-2.5,2.5,43,6
"09/03/1995",1995,1,"SEA","KC","Seattle Kingdome","PICK",36.5,"DOME",72,0,"",10,34,FALSE,FALSE,"19950903KCSEA",0,24,0,24,24,44,7.5
"09/03/1995",1995,1,"WAS","ARI","RFK Memorial Stadium","ARI",34.5,"",74,8,"44",27,7,FALSE,FALSE,"19950903ARIWAS",0,-20,3,-23,23,34,-0.5
"09/04/1995",1995,1,"NYG","DAL","Giants Stadium","DAL",38,"",75,12,"52",0,35,FALSE,FALSE,"19950904DALNYG",0,35,5.5,29.5,29.5,35,-3
"09/10/1995",1995,2,"ARI","PHI","University of Phoenix Stadium","ARI",35.5,"",88,11,"40",19,31,FALSE,FALSE,"19950910PHIARI",1,-12,3,-15,15,50,14.5
"09/10/1995",1995,2,"BUF","CAR","Ralph Wilson Stadium","BUF",38,"",53,10,"61",31,9,FALSE,FALSE,"19950910CARBUF",1,22,9,13,13,40,2
"09/10/1995",1995,2,"CIN","JAX","Cinergy Field","CIN",37,"",67,10,"60",24,17,FALSE,FALSE,"19950910JAXCIN",1,7,8,-1,1,41,4
"09/10/1995",1995,2,"CLE","TB","Cleveland Municipal Stadium","CLE",37,"",58,11,"67",22,6,FALSE,FALSE,"19950910TBCLE",1,16,7.5,8.5,8.5,28,-9
"09/10/1995",1995,2,"DAL","DEN","Texas Stadium","DAL",43,"",75,10,"61",31,21,FALSE,FALSE,"19950910DENDAL",1,10,10,0,0,52,9
"09/10/1995",1995,2,"TEN","PIT","Houston Astrodome","PIT",33.5,"DOME",72,0,"",17,34,FALSE,FALSE,"19950910PITTEN",0,17,5,12,12,51,17.5
"09/10/1995",1995,2,"KC","NYG","Arrowhead Stadium","KC",37,"",61,7,"66",20,17,FALSE,FALSE,"19950910NYGKC",1,3,5.5,-2.5,2.5,37,0
"09/10/1995",1995,2,"MIN","DET","Hubert H. Humphrey Metrodome","MIN",41.5,"DOME",72,0,"",20,10,FALSE,FALSE,"19950910DETMIN",1,10,3,7,7,30,-11.5
"09/10/1995",1995,2,"NE","MIA","Foxboro Stadium","MIA",46,"",64,16,"60",3,20,FALSE,FALSE,"19950910MIANE",0,17,1,16,16,23,-23
"09/10/1995",1995,2,"NYJ","IND","Giants Stadium","IND",37,"",68,15,"56",24,27,FALSE,FALSE,"19950910INDNYJ",0,3,2,1,1,51,14
"09/10/1995",1995,2,"LAC","SEA","Qualcomm Stadium","LAC",37.5,"",70,10,"75",14,10,FALSE,FALSE,"19950910SEALAC",1,4,8,-4,4,24,-13.5
"09/10/1995",1995,2,"SF","ATL","Candlestick Park","SF",48.5,"",61,10,"78",41,10,FALSE,FALSE,"19950910ATLSF",1,31,13,18,18,51,2.5
"09/10/1995",1995,2,"LAR","NO","Edward Jones Dome","LAR",41,"",65,7,"62",17,13,FALSE,FALSE,"19950910NOLAR",1,4,2.5,1.5,1.5,30,-11
"09/10/1995",1995,2,"WAS","OAK","RFK Memorial Stadium","OAK",39,"",72,12,"59",8,20,FALSE,FALSE,"19950910OAKWAS",0,12,4.5,7.5,7.5,28,-11
"09/11/1995",1995,2,"CHI","GB","Soldier Field","CHI",38.5,"",57,6,"61",24,27,FALSE,FALSE,"19950911GBCHI",1,-3,3,-6,6,51,12.5
"09/17/1995",1995,3,"BUF","IND","Ralph Wilson Stadium","BUF",40,"",64,13,"72",20,14,FALSE,FALSE,"19950917INDBUF",1,6,4,2,2,34,-6
"09/17/1995",1995,3,"CAR","LAR","Memorial Stadium (Clemson)","LAR",36.5,"",73,8,"80",10,31,FALSE,FALSE,"19950917LARCAR",0,21,3,18,18,41,4.5
"09/17/1995",1995,3,"DEN","WAS","Mile High Stadium","DEN",42.5,"",70,11,"30",38,31,FALSE,FALSE,"19950917WASDEN",1,7,9,-2,2,69,26.5
"09/17/1995",1995,3,"DET","ARI","Pontiac Silverdome","DET",37,"DOME",72,0,"",17,20,FALSE,FALSE,"19950917ARIDET",1,-3,6.5,-9.5,9.5,37,0
"09/17/1995",1995,3,"GB","NYG","Lambeau Field","GB",37.5,"",57,9,"63",14,6,FALSE,FALSE,"19950917NYGGB",1,8,5.5,2.5,2.5,20,-17.5
"09/17/1995",1995,3,"TEN","CLE","Houston Astrodome","CLE",33.5,"DOME",72,0,"",7,14,FALSE,FALSE,"19950917CLETEN",0,7,8,-1,1,21,-12.5
"09/17/1995",1995,3,"KC","OAK","Arrowhead Stadium","KC",39,"",65,8,"73",23,17,FALSE,FALSE,"19950917OAKKC",1,6,2,4,4,40,1
"09/17/1995",1995,3,"MIN","DAL","Hubert H. Humphrey Metrodome","DAL",42,"DOME",72,0,"",17,23,FALSE,FALSE,"19950917DALMIN",0,6,8,-2,2,40,-2
"09/17/1995",1995,3,"NO","ATL","Louisiana Superdome","NO",46.5,"DOME",72,0,"",24,27,FALSE,FALSE,"19950917ATLNO",1,-3,3,-6,6,51,4.5
"09/17/1995",1995,3,"NYJ","JAX","Giants Stadium","NYJ",36,"",66,16,"81",27,10,FALSE,FALSE,"19950917JAXNYJ",1,17,7,10,10,37,1
"09/17/1995",1995,3,"PHI","LAC","Veterans Stadium","PHI",37.5,"",65,13,"92",21,27,FALSE,FALSE,"19950917LACPHI",1,-6,2,-8,8,48,10.5
"09/17/1995",1995,3,"SF","NE","Candlestick Park","SF",48,"",62,10,"80",28,3,FALSE,FALSE,"19950917NESF",1,25,11.5,13.5,13.5,31,-17
"09/17/1995",1995,3,"SEA","CIN","Seattle Kingdome","SEA",37.5,"DOME",72,0,"",24,21,FALSE,FALSE,"19950917CINSEA",1,3,4,-1,1,45,7.5
"09/17/1995",1995,3,"TB","CHI","Houlihan's Stadium","CHI",37.5,"",82,7,"77",6,25,FALSE,FALSE,"19950917CHITB",0,19,2,17,17,31,-6.5
"09/18/1995",1995,3,"MIA","PIT","Sun Life Stadium","MIA",40,"",85,5,"72",23,10,FALSE,FALSE,"19950918PITMIA",1,13,7,6,6,33,-7
"09/24/1995",1995,4,"ATL","NYJ","Georgia Dome","ATL",43,"DOME",72,0,"",13,3,FALSE,FALSE,"19950924NYJATL",1,10,4.5,5.5,5.5,16,-27
"09/24/1995",1995,4,"CIN","TEN","Cinergy Field","CIN",36.5,"",52,8,"59",28,38,FALSE,FALSE,"19950924TENCIN",1,-10,6,-16,16,66,29.5
"09/24/1995",1995,4,"CLE","KC","Cleveland Municipal Stadium","CLE",37,"",50,9,"52",35,17,FALSE,FALSE,"19950924KCCLE",1,18,3.5,14.5,14.5,52,15
"09/24/1995",1995,4,"DAL","ARI","Texas Stadium","DAL",39,"",63,8,"56",34,20,FALSE,FALSE,"19950924ARIDAL",1,14,14.5,-0.5,0.5,54,15
"09/24/1995",1995,4,"JAX","GB","EverBank Field","GB",37,"",74,8,"85",14,24,FALSE,FALSE,"19950924GBJAX",0,10,10.5,-0.5,0.5,38,1
"09/24/1995",1995,4,"NYG","NO","Giants Stadium","NYG",38,"",58,14,"63",45,29,FALSE,FALSE,"19950924NONYG",1,16,3,13,13,74,36
"09/24/1995",1995,4,"OAK","PHI","Oakland Coliseum","OAK",39,"",64,9,"81",48,17,FALSE,FALSE,"19950924PHIOAK",1,31,7,24,24,65,26
"09/24/1995",1995,4,"PIT","MIN","Three Rivers Stadium","PIT",37,"",52,9,"62",24,44,FALSE,FALSE,"19950924MINPIT",1,-20,5.5,-25.5,25.5,68,31
"09/24/1995",1995,4,"LAC","DEN","Qualcomm Stadium","LAC",42.5,"",70,7,"78",17,6,FALSE,FALSE,"19950924DENLAC",1,11,3.5,7.5,7.5,23,-19.5
"09/24/1995",1995,4,"LAR","CHI","Edward Jones Dome","LAR",37.5,"",54,4,"50",34,28,FALSE,FALSE,"19950924CHILAR",1,6,1.5,4.5,4.5,62,24.5
"09/24/1995",1995,4,"TB","WAS","Houlihan's Stadium","TB",40,"",82,8,"79",14,6,FALSE,FALSE,"19950924WASTB",1,8,3,5,5,20,-20
"09/25/1995",1995,4,"DET","SF","Pontiac Silverdome","SF",48,"DOME",72,0,"",27,24,FALSE,FALSE,"19950925SFDET",0,-3,11,-14,14,51,3
"10/01/1995",1995,5,"ARI","KC","University of Phoenix Stadium","KC",37,"",77,4,"30",3,24,FALSE,FALSE,"19951001KCARI",0,21,1.5,19.5,19.5,27,-10
"10/01/1995",1995,5,"ATL","NE","Georgia Dome","ATL",40,"DOME",72,0,"",30,17,FALSE,FALSE,"19951001NEATL",1,13,3,10,10,47,7
"10/01/1995",1995,5,"CAR","TB","Memorial Stadium (Clemson)","TB",35,"",70,8,"69",13,20,FALSE,FALSE,"19951001TBCAR",0,7,5.5,1.5,1.5,33,-2
"10/01/1995",1995,5,"CIN","MIA","Cinergy Field","MIA",45.5,"",66,9,"72",23,26,FALSE,FALSE,"19951001MIACIN",0,3,10.5,-7.5,7.5,49,3.5
"10/01/1995",1995,5,"TEN","JAX","Houston Astrodome","TEN",34.5,"DOME",72,0,"",16,17,FALSE,FALSE,"19951001JAXTEN",1,-1,9.5,-10.5,10.5,33,-1.5
"10/01/1995",1995,5,"IND","LAR","RCA Dome","IND",40,"DOME",72,0,"",21,18,FALSE,FALSE,"19951001LARIND",1,3,3,0,0,39,-1
"10/01/1995",1995,5,"NO","PHI","Louisiana Superdome","NO",45,"DOME",72,0,"",10,15,FALSE,FALSE,"19951001PHINO",1,-5,1.5,-6.5,6.5,25,-20
"10/01/1995",1995,5,"NYJ","OAK","Giants Stadium","OAK",38.5,"",63,7,"62",10,47,FALSE,FALSE,"19951001OAKNYJ",0,37,7.5,29.5,29.5,57,18.5
"10/01/1995",1995,5,"PIT","LAC","Three Rivers Stadium","PIT",37,"",64,11,"70",31,16,FALSE,FALSE,"19951001LACPIT",1,15,2,13,13,47,10
"10/01/1995",1995,5,"SF","NYG","Candlestick Park","SF",45.5,"",64,12,"68",20,6,FALSE,FALSE,"19951001NYGSF",1,14,15,-1,1,26,-19.5
"10/01/1995",1995,5,"SEA","DEN","Seattle Kingdome","DEN",41.5,"DOME",72,0,"",27,10,FALSE,FALSE,"19951001DENSEA",0,-17,3,-20,20,37,-4.5
"10/01/1995",1995,5,"WAS","DAL","RFK Memorial Stadium","DAL",44.5,"",64,6,"78",27,23,FALSE,FALSE,"19951001DALWAS",0,-4,13,-17,17,50,5.5
"10/02/1995",1995,5,"CLE","BUF","Cleveland Municipal Stadium","CLE",36.5,"",67,10,"61",19,22,FALSE,FALSE,"19951002BUFCLE",1,-3,7,-10,10,41,4.5
"10/08/1995",1995,6,"BUF","NYJ","Ralph Wilson Stadium","BUF",38,"",54,15,"71",29,10,FALSE,FALSE,"19951008NYJBUF",1,19,9.5,9.5,9.5,39,1
"10/08/1995",1995,6,"CHI","CAR","Soldier Field","CHI",36.5,"",53,7,"70",31,27,FALSE,FALSE,"19951008CARCHI",1,4,13.5,-9.5,9.5,58,21.5
"10/08/1995",1995,6,"DAL","GB","Texas Stadium","DAL",42,"",65,10,"54",34,24,FALSE,FALSE,"19951008GBDAL",1,10,9.5,0.5,0.5,58,16
"10/08/1995",1995,6,"DET","CLE","Pontiac Silverdome","CLE",39,"DOME",72,0,"",38,20,FALSE,FALSE,"19951008CLEDET",0,-18,1.5,-19.5,19.5,58,19
"10/08/1995",1995,6,"JAX","PIT","EverBank Field","PIT",36.5,"",80,11,"74",20,16,FALSE,FALSE,"19951008PITJAX",0,-4,10.5,-14.5,14.5,36,-0.5
"10/08/1995",1995,6,"MIA","IND","Sun Life Stadium","MIA",44,"",81,9,"82",24,27,FALSE,FALSE,"19951008INDMIA",1,-3,10,-13,13,51,7
"10/08/1995",1995,6,"MIN","TEN","Hubert H. Humphrey Metrodome","MIN",37,"DOME",72,0,"",23,17,FALSE,FALSE,"19951008TENMIN",1,6,10,-4,4,40,3
"10/08/1995",1995,6,"NE","DEN","Foxboro Stadium","NE",43,"",59,12,"79",3,37,FALSE,FALSE,"19951008DENNE",1,-34,3.5,-37.5,37.5,40,-3
"10/08/1995",1995,6,"NYG","ARI","Giants Stadium","NYG",36,"",64,12,"68",27,21,FALSE,FALSE,"19951008ARINYG",1,6,4,2,2,48,12
"10/08/1995",1995,6,"OAK","SEA","Oakland Coliseum","OAK",39,"",58,10,"86",34,14,FALSE,FALSE,"19951008SEAOAK",1,20,9.5,10.5,10.5,48,9
"10/08/1995",1995,6,"PHI","WAS","Veterans Stadium","PHI",41,"",64,12,"73",37,34,FALSE,FALSE,"19951008WASPHI",1,3,3,0,0,71,30
"10/08/1995",1995,6,"TB","CIN","Houlihan's Stadium","TB",39,"",78,10,"84",19,16,FALSE,FALSE,"19951008CINTB",1,3,3.5,-0.5,0.5,35,-4
"10/09/1995",1995,6,"KC","LAC","Arrowhead Stadium","KC",38,"",60,6,"64",29,23,FALSE,FALSE,"19951009LACKC",1,6,3.5,2.5,2.5,52,14
"10/12/1995",1995,7,"LAR","ATL","Edward Jones Dome","LAR",43,"",73,9,"54",21,19,FALSE,FALSE,"19951012ATLLAR",1,2,3,-1,1,40,-3
"10/15/1995",1995,7,"ARI","WAS","University of Phoenix Stadium","ARI",40,"",84,6,"23",24,20,FALSE,FALSE,"19951015WASARI",1,4,2.5,1.5,1.5,44,4
"10/15/1995",1995,7,"BUF","SEA","Ralph Wilson Stadium","BUF",38,"",50,23,"61",27,21,FALSE,FALSE,"19951015SEABUF",1,6,7.5,-1.5,1.5,48,10
